id,logtargamt,
79545,0,
79839,0,
79855,0,
80055,0,
80063,0,
80136,0,
81191,0,
81388,0,
82015,0,
82783,0,
83070,0,
83127,0,
83151,0,
83810,0,
83887,0,
84859,0,
85154,0,
85464,0,
85901,0,
86320,0,
86550,0,
87181,0,
87653,0,
87963,0,
88013,0,
88447,0,
88560,0,
88897,0,
89028,0,
89117,0,
89192,0,
89370,0,
89486,0,
89737,0,
90085,0,
90603,0,
90611,0,
90689,0,
91219,0,
91340,0,
91740,0,
93408,0,
93882,0,
94102,0,
94234,0,
94480,0,
94609,0,
95125,0,
95710,0,
95966,0,
96393,0,
96512,0,
97144,0,
97357,0,
97560,0,
97675,2.763168335,
97861,0,
98515,0,
98590,0,
99619,0,
99902,4.366783142,
99996,0,
100005,0,
100021,0,
100048,0,
100080,0,
100250,0,
100366,0,
101117,0,
101249,0,
102083,0,
102130,0,
102350,0,
102644,0,
102652,0,
102717,0,
102970,0,
103004,0,
103055,0,
103152,0,
103233,0,
103535,3.171783447,
103705,0,
104132,0,
105490,0,
106410,0,
106526,0,
106585,0,
106976,0,
106984,0,
107166,0,
107590,0,
107620,0,
107697,0,
107719,0,
108065,0,
108260,0,
108421,0,
109096,0,
109100,0,
109436,0,
109657,0,
110485,0,
110736,0,
111198,0,
111384,0,
111473,0,
111490,0,
111538,0,
111937,0,
112496,0,
112801,0,
113247,0,
113255,0,
113271,0,
113573,0,
113816,0,
114499,3.43237114,
114600,0,
115142,0,
115223,0,
116351,0,
116394,0,
116572,0,
116831,0,
116890,0,
117390,0,
117463,0,
117862,0,
118176,0,
118230,0,
118524,0,
118940,0,
119636,0,
119920,0,
120146,0,
120995,0,
121550,0,
121916,0,
122017,0,
122173,0,
122351,0,
122360,0,
122670,0,
122831,0,
123080,0,
123153,0,
123196,0,
123307,0,
123455,0,
123560,0,
124001,0,
124044,0,
124508,0,
124672,3.150594711,
125792,0,
125830,0,
126152,0,
126209,0,
126250,0,
126381,0,
126497,0,
127000,0,
127078,0,
127221,0,
127442,0,
128732,0,
130257,0,
130346,0,
130770,0,
131156,0,
131210,0,
131237,0,
131288,0,
131407,4.312137604,
131563,0,
131733,0,
131865,0,
132110,0,
132250,2.39242363,
132390,3.791660309,
132667,0,
132934,0,
132977,0,
133051,0,
133310,0,
133329,0,
133671,3.51720047,
134147,0,
134570,2.876384735,
135496,0,
135518,0,
136212,0,
136450,0,
136522,0,
136646,0,
136786,0,
136816,0,
137413,0,
137995,0,
138037,0,
138398,0,
138665,0,
138681,0,
138908,0,
139238,0,
139513,2.939161301,
139769,0,
139939,0,
140171,0,
140899,0,
141038,0,
141089,0,
141178,0,
141275,0,
141526,0,
142069,0,
143375,0,
143430,0,
144010,0,
144061,0,
144320,0,
144576,0,
144711,0,
145300,0,
145360,0,
146072,0,
146587,0,
146609,0,
146919,0,
147117,0,
147397,0,
147524,0,
147559,0,
147621,0,
148318,0,
148628,0,
148989,0,
149586,0,
149616,0,
149829,0,
150010,0,
150576,0,
150622,0,
150860,0,
151033,0,
151068,0,
151181,0,
151440,0,
152102,0,
152129,0,
152234,0,
152447,0,
153079,0,
153613,0,
154148,0,
154202,0,
154270,0,
154504,0,
154547,0,
155101,0,
155152,0,
155861,0,
155985,0,
156043,0,
157015,0,
157180,0,
158062,0,
158836,0,
159670,0,
160270,0,
161543,0,
161942,0,
162574,0,
163325,0,
163465,0,
163821,0,
163937,0,
164100,0,
164291,0,
165140,0,
166413,0,
166480,0,
167045,0,
167681,0,
168513,0,
168866,0,
169579,0,
170160,0,
170267,0,
170470,0,
170542,0,
170992,0,
171638,0,
171840,0,
172260,0,
172537,0,
173266,0,
173606,0,
173673,0,
173932,0,
174548,0,
174858,0,
174939,0,
175080,0,
175374,0,
175625,0,
175781,0,
175889,0,
175927,0,
176001,0,
176095,0,
176338,0,
176796,0,
176877,0,
177008,0,
177709,0,
177822,0,
177911,0,
177954,0,
178039,0,
178179,3.678827286,
178349,0,
178381,0,
178489,0,
178594,0,
179132,0,
179221,0,
180009,0,
180459,0,
180955,0,
181013,0,
181099,0,
181463,0,
181803,0,
181820,0,
181862,0,
181960,0,
182060,2.939161301,
182311,0,
183059,0,
183393,0,
183563,0,
184292,0,
184306,0,
184403,0,
184900,0,
185450,0,
186384,0,
186619,0,
186929,0,
187330,0,
187771,0,
188360,0,
188387,0,
189170,0,
190527,0,
190560,0,
190659,0,
191922,0,
192996,0,
194026,0,
194530,0,
196118,0,
197467,0,
198234,0,
198374,0,
198579,0,
198722,0,
199052,0,
199206,0,
199974,0,
199990,3.845241547,
200107,0,
200395,0,
200930,0,
201049,0,
201170,0,
201308,0,
201685,0,
201839,0,
202002,0,
202215,0,
202436,0,
202630,0,
203319,0,
203327,0,
203378,0,
203858,0,
204005,0,
205249,0,
207098,0,
207330,0,
207624,0,
207772,0,
208000,0,
210455,0,
210510,0,
210587,0,
210862,0,
213411,0,
213675,0,
213756,0,
214027,0,
214167,0,
215260,0,
215309,0,
215490,0,
215562,0,
216020,0,
216860,0,
217077,0,
217387,0,
217409,0,
217530,0,
217778,0,
218022,0,
218049,0,
218200,0,
218294,0,
218413,0,
218979,0,
219185,0,
219592,0,
220337,0,
220523,0,
220892,0,
221040,0,
221236,0,
221988,0,
222011,0,
222402,0,
222682,0,
224022,0,
224030,0,
224170,0,
224308,0,
224316,0,
224324,0,
224669,0,
224782,0,
224790,0,
225088,0,
226130,0,
226190,0,
226262,0,
226769,0,
226890,0,
227277,0,
227390,0,
228060,0,
228214,0,
228788,3.192529678,
229083,0,
229113,0,
229350,0,
229717,0,
230308,0,
231444,0,
232181,0,
232882,0,
232971,0,
233234,0,
234036,0,
234494,0,
235091,0,
235903,0,
237019,0,
237450,0,
237981,0,
239151,0,
239186,0,
239976,0,
240060,0,
241407,0,
241504,0,
242071,0,
242110,0,
242349,0,
242551,0,
242608,0,
243205,0,
243345,0,
243540,0,
244635,0,
244724,0,
245216,0,
245593,0,
245801,0,
246077,0,
246123,0,
246328,0,
246492,0,
246654,0,
246700,0,
246816,0,
247022,0,
247987,0,
248126,0,
248371,0,
248380,0,
248800,0,
248835,0,
248908,0,
249149,0,
249220,0,
250147,0,
250970,0,
251470,0,
251666,0,
252174,0,
252638,0,
253057,0,
253359,0,
253898,0,
254088,0,
254355,0,
254460,0,
254525,0,
255696,2.769456863,
256129,0,
256536,0,
257494,0,
258199,0,
258792,0,
259454,0,
260371,0,
260452,0,
260525,0,
260568,0,
261203,0,
261610,0,
262315,0,
262803,0,
262986,0,
263222,0,
264288,0,
264377,0,
265268,0,
266060,0,
266442,0,
267090,0,
267457,0,
268119,0,
268186,0,
268798,0,
269697,0,
269905,0,
270350,0,
271802,0,
271829,0,
271918,0,
272647,0,
272809,0,
272833,0,
273686,0,
273708,0,
273899,0,
275999,0,
277193,0,
277550,0,
277673,0,
279900,0,
280445,0,
280542,0,
280739,0,
282308,0,
282715,0,
284114,0,
284580,0,
285811,0,
285854,0,
286133,0,
286532,0,
287741,2.191652298,
290351,0,
291102,0,
291137,0,
291269,0,
291315,0,
291692,0,
291838,0,
293059,0,
293121,0,
293180,0,
293512,0,
293644,0,
293695,0,
294039,0,
294730,0,
294799,0,
295256,0,
296252,0,
296406,0,
296686,0,
297119,0,
297364,0,
297712,3.80888176,
298247,0,
300195,0,
301132,0,
301183,0,
301426,0,
302040,0,
303054,0,
303534,0,
303836,0,
304808,0,
305030,0,
305049,0,
305154,0,
305308,0,
305910,0,
306614,0,
307513,0,
307670,0,
307769,0,
308200,0,
308536,0,
308552,0,
308676,0,
308692,0,
309800,0,
310042,0,
310271,0,
310298,0,
310409,0,
310816,0,
311367,0,
311782,0,
311847,0,
312274,0,
312509,0,
313300,0,
313360,0,
313424,0,
315176,0,
315303,0,
315320,3.488901138,
316032,0,
320277,1.790090561,
322130,0,
323683,0,
324019,0,
325376,0,
326054,0,
327859,0,
327883,0,
329380,0,
329410,0,
330531,0,
333573,0,
333590,0,
333905,0,
334219,0,
334740,0,
334910,0,
335010,0,
335401,0,
335789,0,
335940,0,
336831,0,
337200,3.758871079,
337218,2.341804504,
337285,0,
337498,0,
338125,0,
339440,0,
339687,0,
340871,0,
340910,0,
341800,0,
342084,0,
342149,0,
342238,0,
344281,0,
344397,0,
344567,0,
345075,0,
345660,0,
346640,0,
346667,0,
346675,0,
346969,0,
347728,0,
348619,0,
350397,0,
350664,4.58902359,
350761,0,
351113,0,
351601,0,
352101,0,
352420,0,
353159,0,
353752,0,
353809,0,
353906,0,
354279,0,
355259,0,
355429,0,
356700,0,
357014,0,
362174,0,
366080,0,
370991,2.557226181,
375543,0,
375594,0,
378232,0,
385042,0,
389366,0,
393746,0,
394394,0,
397059,0,
398306,0,
399205,0,
399850,0,
402648,0,
403040,0,
405973,0,
408638,0,
410454,0,
412090,0,
415723,0,
416231,0,
424536,0,
426750,0,
427306,0,
436003,0,
439401,0,
443824,0,
448044,3.167581558,
452599,0,
455628,0,
459542,0,
459640,0,
460966,0,
462632,0,
464260,0,
467626,0,
467715,0,
470414,0,
470457,0,
472891,0,
474355,0,
480223,0,
486302,0,
489409,0,
494127,0,
500968,0,
501166,0,
502570,0,
503894,0,
516988,0,
519197,0,
520373,0,
520489,4.473804474,
525758,0,
530182,3.253854752,
535877,0,
537918,0,
540501,4.638118744,
546682,0,
548367,0,
548464,0,
548863,0,
557021,0,
563552,0,
568112,0,
577545,0,
579734,0,
580295,0,
583219,0,
583286,0,
585262,0,
586390,0,
587222,0,
587869,0,
587931,0,
589268,0,
589519,0,
590126,0,
590509,0,
590673,0,
590878,0,
590916,0,
591262,0,
591564,0,
591696,0,
592064,0,
593486,0,
593915,0,
594032,0,
594130,0,
595187,0,
595497,0,
595730,0,
595969,0,
596019,0,
597171,0,
597180,0,
597333,0,
597619,0,
597970,0,
599026,0,
599131,0,
599689,0,
600512,0,
601349,0,
602531,0,
604461,0,
604798,0,
606162,0,
606200,0,
607258,0,
607592,0,
607967,0,
608300,0,
608475,0,
609170,0,
609226,0,
609544,0,
609650,0,
609838,0,
609889,0,
610356,0,
610461,0,
610569,0,
611093,0,
611301,0,
611948,0,
612120,0,
612618,0,
612944,0,
613630,3.688879013,
614149,0,
614793,0,
617032,0,
617806,0,
618039,0,
619868,0,
619876,0,
619914,0,
619922,0,
620459,0,
620939,0,
621005,0,
621110,0,
622087,0,
622745,0,
623580,0,
623741,0,
624551,0,
625230,0,
625418,0,
625620,0,
626244,0,
626465,0,
627119,0,
627208,0,
2000431,0,
2000652,2.297571182,
2001080,0,
2002892,0,
2003279,0,
2004178,0,
2004879,0,
2004976,0,
2005069,0,
2005581,0,
2008416,0,
2008556,2.82434845,
2009412,0,
2009706,0,
2009811,0,
2010712,0,
2010780,0,
2011050,0,
2011263,0,
2012375,0,
2012693,0,
2012987,0,
2014220,0,
2014807,0,
2015013,0,
2015056,0,
2015560,0,
2015595,0,
2015668,0,
2016001,0,
2016028,0,
2016044,0,
2016087,0,
2016273,0,
2016419,0,
2016966,0,
2017385,0,
2018993,0,
2019248,0,
2019728,0,
2020050,0,
2020343,0,
2020939,0,
2021269,0,
2022184,0,
2022710,0,
2022800,4.439113617,
2024039,0,
2024250,0,
2024470,0,
2026155,0,
2026996,0,
2027496,0,
2027720,0,
2029227,0,
2029260,0,
2031493,0,
2031833,0,
2032821,0,
2033070,0,
2034700,0,
2034786,0,
2036428,2.768831253,
2037688,0,
2038471,0,
2040905,0,
2041600,0,
2043378,0,
2044110,0,
2044560,0,
2046326,0,
2047810,0,
2047985,0,
2049082,0,
2049473,0,
2049708,0,
2050552,0,
2051729,0,
2051931,0,
2053020,0,
2053837,0,
2054027,0,
2055066,0,
2055147,0,
2056267,0,
2056364,0,
2057476,0,
2058669,0,
2059347,0,
2059738,0,
2061449,0,
2061872,0,
2062151,0,
2063069,0,
2063565,0,
2063964,0,
2064081,0,
2064235,0,
2065746,0,
2065770,0,
2066149,0,
2066645,0,
2067633,0,
2069539,0,
2069725,0,
2072467,0,
2073030,0,
2073110,0,
2073226,0,
2073943,0,
2074460,0,
2074613,0,
2074729,2.631887436,
2076608,0,
2077183,0,
2077345,0,
2078414,0,
2078830,0,
2079194,0,
2079348,0,
2080044,0,
2080770,0,
2080826,0,
2082659,0,
2083329,0,
2084023,0,
2084392,0,
2084589,0,
2085143,0,
2085208,0,
2085348,0,
2086425,0,
2088169,0,
2089149,0,
2090180,0,
2090813,0,
2095050,0,
2095262,0,
2098300,0,
2100886,0,
2101530,0,
2101882,0,
2102935,0,
2102960,0,
2103184,0,
2103850,0,
2105284,0,
2105365,0,
2105756,0,
2106310,0,
2107015,0,
2107384,0,
2107627,0,
2109018,0,
2109085,0,
2109298,0,
2110679,3.43237114,
2111292,0,
2111659,0,
2112868,2.379545212,
2113201,0,
2114534,0,
2116103,3.551052094,
2116545,0,
2116642,0,
2116898,0,
2117061,0,
2117126,0,
2117533,0,
2117584,0,
2118386,0,
2122863,0,
2123975,0,
2125315,0,
2126150,0,
2126451,0,
2126958,0,
2127725,0,
2128381,0,
2128462,0,
2129299,1.871801376,
2129884,0,
2130360,0,
2130440,0,
2130831,0,
2132303,0,
2132370,0,
2133318,0,
2135248,0,
2135710,0,
2136368,0,
2136503,0,
2137712,0,
2139812,0,
2139901,0,
2142031,2.393339157,
2142180,0,
2142791,0,
2143160,0,
2143763,2.980617523,
2144042,0,
2144476,0,
2144840,0,
2145111,3.800643921,
2146177,0,
2146223,0,
2146479,0,
2147033,0,
2147394,0,
2148340,0,
2148650,0,
2149010,0,
2151235,0,
2151359,0,
2151383,0,
2151863,0,
2152240,0,
2152703,0,
2154340,0,
2154714,0,
2155893,0,
2156504,0,
2156555,0,
2156636,0,
2158000,0,
2158051,0,
2158213,0,
2159368,0,
2159376,0,
2159945,0,
2160560,0,
2161222,0,
2161486,0,
2163373,0,
2163390,0,
2163519,0,
2164205,0,
2164710,0,
2165015,0,
2166097,2.29152298,
2166321,0,
2169541,0,
2169983,0,
2170388,0,
2170841,0,
2171058,0,
2172461,0,
2172755,0,
2173425,0,
2175665,0,
2176386,0,
2177722,0,
2178290,0,
2179040,0,
2179415,0,
2179733,0,
2179881,0,
2179938,0,
2180448,0,
2180677,0,
2180952,0,
2183218,0,
2183714,0,
2184281,0,
2184338,0,
2185857,0,
2186756,0,
2188139,0,
2189216,0,
2189984,0,
2190907,0,
2193590,0,
2195992,0,
2196131,0,
2197545,0,
2197677,0,
2198754,0,
2198789,0,
2199300,0,
2199386,0,
2200139,0,
2200490,0,
2200554,0,
2201925,0,
2202131,0,
2204207,0,
2208857,0,
2209306,0,
2209420,0,
2209560,0,
2210851,0,
2211254,0,
2211971,0,
2212080,0,
2212200,0,
2212331,0,
2212439,3.361761093,
2212587,0,
2213117,0,
2214709,0,
2214962,4.200202942,
2215276,0,
2215764,0,
2215993,0,
2216990,0,
2217686,0,
2218208,0,
2218445,0,
2218500,0,
2219654,0,
2219697,0,
2221217,0,
2222108,0,
2222310,0,
2222523,0,
2222884,0,
2223732,0,
2224151,0,
2224305,0,
2224348,0,
2224364,0,
2224429,0,
2224739,0,
2224801,0,
2226162,0,
2226642,0,
2226820,0,
2226871,0,
2227924,0,
2229552,0,
2231522,0,
2231743,3.780773163,
2232294,0,
2232448,0,
2233096,0,
2233282,0,
2233665,0,
2234041,0,
2234521,0,
2234785,0,
2234939,0,
2235633,0,
2235994,0,
2237210,0,
2237407,0,
2237423,0,
2241110,0,
2241544,0,
2241552,0,
2242087,0,
2243709,0,
2244039,0,
2244306,0,
2244527,0,
2245590,0,
2246309,0,
2246732,0,
2247658,0,
2248417,0,
2248484,0,
2248689,0,
2249065,0,
2249804,0,
2249928,0,
2249952,0,
2250900,3.660993576,
2251060,0,
2251426,0,
2251558,0,
2251841,0,
2253348,0,
2254220,0,
2255251,0,
2255863,0,
2256045,0,
2256762,0,
2257335,0,
2257459,0,
2257513,0,
2258900,0,
2261863,0,
2261928,0,
2262363,0,
2262916,0,
2263602,0,
2263785,0,
2264293,0,
2264650,0,
2264838,0,
2265133,0,
2266210,0,
2266997,0,
2267276,0,
2267454,0,
2267586,0,
2268639,0,
2268680,0,
2268736,0,
2269031,0,
2269481,0,
2270013,0,
2270072,0,
2270110,0,
2270838,0,
2272717,0,
2273276,0,
2273314,0,
2273675,0,
2275040,3.29026413,
2275350,0,
2275961,0,
2277336,0,
2277476,0,
2277794,0,
2278456,0,
2278618,0,
2280108,0,
2281112,0,
2282178,0,
2282453,0,
2282496,0,
2283557,0,
2284456,0,
2284766,0,
2287358,0,
2288699,0,
2288915,0,
2288982,0,
2289040,0,
2290480,0,
2291681,0,
2291916,0,
2292530,0,
2292661,0,
2294087,0,
2295504,0,
2295946,0,
2297469,0,
2298945,0,
2299658,0,
2299844,0,
2299925,0,
2300877,0,
2301229,0,
2301490,0,
2301962,0,
2302039,0,
2302527,0,
2303361,0,
2303973,0,
2304457,0,
2304538,0,
2305704,0,
2305798,0,
2306336,0,
2306786,0,
2306930,0,
2308002,0,
2308495,0,
2309696,0,
2310350,4.295921326,
2310430,0,
2311208,0,
2311488,0,
2311631,0,
2312220,0,
2313790,0,
2313847,0,
2313936,0,
2314401,0,
2314878,0,
2315947,0,
2316315,0,
2316676,0,
2318245,0,
2318610,0,
2319004,0,
2320258,0,
2320320,0,
2320878,0,
2321491,0,
2322196,0,
2322790,0,
2322935,0,
2323184,0,
2325152,0,
2325594,0,
2326396,0,
2327520,0,
2327651,0,
2329069,0,
2331500,0,
2332078,0,
2333120,0,
2335379,0,
2336260,0,
2336510,0,
2336600,0,
2337142,0,
2338050,0,
2338181,0,
2338840,0,
2339331,0,
2340577,0,
2340828,0,
2341670,0,
2341883,0,
2342758,0,
2343541,0,
2343681,0,
2344475,0,
2345285,0,
2346818,0,
2346923,0,
2347547,0,
2348837,0,
2350467,0,
2352036,0,
2352362,0,
2352575,0,
2352834,0,
2354640,2.393339157,
2355175,0,
2357380,0,
2357534,0,
2358034,0,
2360179,0,
2360888,0,
2361280,0,
2362813,0,
2364409,0,
2365049,0,
2365464,0,
2365480,0,
2366207,0,
2366649,0,
2369214,0,
2370425,0,
2370816,0,
2371065,0,
2371340,3.039747238,
2371499,0,
2372029,0,
2373351,0,
2373823,0,
2374293,0,
2374536,0,
2375516,0,
2375680,0,
2377608,0,
2379201,0,
2379945,0,
2380153,0,
2381257,0,
2381311,0,
2382245,0,
2382865,0,
2384337,0,
2384647,0,
2385872,0,
2386330,0,
2387018,0,
2387786,0,
2387891,0,
2388243,0,
2388510,0,
2389800,0,
2391333,0,
2393158,0,
2393360,0,
2394421,0,
2395169,0,
2395592,0,
2398290,0,
2399660,0,
2399784,0,
2402033,0,
2402211,0,
2402343,0,
2403072,0,
2403684,0,
2404990,0,
2405164,0,
2405903,0,
2406560,0,
2406594,0,
2407566,0,
2408074,0,
2408538,0,
2410540,0,
2410745,0,
2411849,0,
2414597,0,
2415623,0,
2416182,0,
2416514,0,
2416557,0,
2417600,0,
2419033,0,
2419262,0,
2421453,0,
2421615,0,
2421739,0,
2422158,0,
2423286,0,
2425343,0,
2426323,0,
2427036,0,
2428016,0,
2428121,0,
2430975,0,
2431211,0,
2431351,0,
2432668,0,
2433168,0,
2434768,0,
2435144,0,
2435365,0,
2435780,0,
2435853,0,
2436027,0,
2436558,0,
2438038,0,
2438763,0,
2439166,0,
2439395,0,
2439530,0,
2439654,0,
2441098,0,
2442094,0,
2442523,0,
2442744,0,
2442876,0,
2446189,0,
2446820,0,
2446944,4.0027771,
2447410,0,
2447975,0,
2447991,0,
2448602,0,
2449005,0,
2450593,0,
2450658,0,
2451646,0,
2452235,0,
2453703,0,
2454998,0,
2455684,0,
2455706,0,
2456567,0,
2457741,0,
2458020,0,
2458390,0,
2459078,0,
2461145,0,
2461340,0,
2464195,0,
2466279,0,
2466295,0,
2466724,0,
2467240,0,
2467860,0,
2468514,0,
2468646,0,
2469545,0,
2470969,0,
2471019,0,
2471744,0,
2471957,3.015533447,
2471965,0,
2472635,0,
2472953,2.631887436,
2473216,0,
2473771,0,
2473801,0,
2474832,0,
2475260,0,
2477882,0,
2478889,0,
2479451,0,
2480646,0,
2480662,0,
2481588,0,
2482517,0,
2483297,0,
2483769,0,
2484331,0,
2485109,3.659448624,
2485311,0,
2485702,0,
2486563,0,
2488205,0,
2488566,0,
2489031,0,
2490668,0,
2490900,0,
2491222,0,
2491761,0,
2491850,0,
2492008,0,
2493390,1.790090561,
2494175,0,
2494426,0,
2495872,0,
2497247,0,
2497697,3.826246262,
2499053,0,
2499240,0,
2499410,0,
2500728,0,
2501147,0,
2503450,0,
2504049,0,
2505533,3.566711426,
2505703,0,
2506530,0,
2506610,0,
2507161,0,
2507765,0,
2508745,0,
2509806,0,
2511215,0,
2511436,0,
2512041,0,
2512394,0,
2514150,0,
2514818,0,
2515709,0,
2515903,0,
2516306,0,
2517825,0,
2518503,0,
2518791,0,
2519917,0,
2520125,0,
2520133,0,
2520532,0,
2521539,0,
2523752,0,
2524368,3.212856293,
2524600,0,
2525585,0,
2525607,0,
2529122,0,
2529483,0,
2529491,0,
2529823,0,
2530945,0,
2531356,0,
2531950,0,
2533278,0,
2533596,0,
2535335,0,
2535700,0,
2536480,0,
2538008,0,
2538091,0,
2538350,0,
2539020,0,
2540037,0,
2540258,0,
2541319,0,
2541491,0,
2542439,0,
2542811,0,
2542978,0,
2544113,0,
2545470,0,
2545837,0,
2546213,0,
2546310,0,
2547066,0,
2547368,0,
2549638,0,
2549875,0,
2550407,0,
2550547,0,
2550970,0,
2551934,0,
2553775,0,
2556049,0,
2556375,0,
2556588,0,
2557100,0,
2557568,0,
2558920,0,
2559250,0,
2560011,0,
2561557,0,
2561778,0,
2562979,0,
2563053,0,
2566460,0,
2567229,0,
2568314,0,
2568748,0,
2568950,0,
2570807,0,
2570963,0,
2571820,0,
2575094,0,
2576139,0,
2576791,0,
2578972,0,
2579189,0,
2579332,0,
2580527,0,
2580934,0,
2580993,0,
2581051,0,
2581639,0,
2582996,0,
2583925,0,
2584719,0,
2585456,0,
2585510,0,
2585669,0,
2586649,0,
2587742,0,
2590387,0,
2591715,0,
2592568,0,
2593700,0,
2593840,0,
2595001,3.29026413,
2599813,0,
2602059,0,
2603888,0,
2603942,0,
2604272,3.358636856,
2605210,0,
2605619,0,
2605627,3.581850052,
2606100,0,
2606224,0,
2606429,0,
2606500,0,
2607301,0,
2607379,0,
2607611,0,
2608065,0,
2608073,0,
2609312,0,
2609746,0,
2610264,3.658418655,
2610302,0,
2611430,0,
2611449,0,
2611465,0,
2611880,0,
2612186,0,
2612860,0,
2612917,0,
2613018,0,
2616297,0,
2616645,0,
2617463,0,
2618281,0,
2618478,0,
2619016,0,
2619814,0,
2619946,0,
2620774,0,
2621371,0,
2621452,0,
2622076,0,
2623056,0,
2623722,0,
2624451,0,
2625210,0,
2625784,0,
2625881,0,
2626683,0,
2626918,0,
2627280,0,
2627507,0,
2627949,0,
2628007,0,
2628562,0,
2629666,0,
2630729,0,
2631814,0,
2632373,0,
2633256,0,
2634082,0,
2634880,0,
2635933,0,
2636034,0,
2637723,0,
2638061,0,
2638398,0,
2638487,0,
2638720,0,
2639033,0,
2639050,0,
2639467,0,
2639890,3.57093811,
2641445,0,
2641810,0,
2642026,0,
2643065,0,
2643278,0,
2644100,0,
2644533,0,
2645475,0,
2646374,0,
2647028,0,
2647141,0,
2647281,0,
2647842,0,
2647869,0,
2648008,0,
2648059,0,
2648598,0,
2648792,0,
2648865,0,
2648970,0,
2649063,0,
2649071,0,
2649128,0,
2649160,0,
2649888,0,
2650606,0,
2650975,3.768152237,
2651050,0,
2652323,0,
2652927,0,
2653370,0,
2653427,0,
2653826,0,
2654350,0,
2654440,0,
2654539,0,
2655411,0,
2656264,0,
2656710,0,
2656795,0,
2657066,0,
2657147,0,
2657163,0,
2657368,0,
2657430,2.912349701,
2657473,0,
2657970,0,
2658763,0,
2658992,0,
2659409,0,
2659506,0,
2659530,0,
2659999,0,
2660164,3.523414612,
2661039,0,
2661055,0,
2661101,0,
2661179,0,
2661225,0,
2661438,0,
2661470,0,
2661497,0,
2661691,0,
2661802,0,
2663007,0,
2663120,0,
2663570,0,
2664488,0,
2665123,0,
2665450,0,
2665620,0,
2665832,0,
2666898,3.85333252,
2666928,3.214063644,
2667460,0,
2667614,0,
2668432,0,
2669005,0,
2669170,0,
2669587,0,
2669641,0,
2670453,0,
2670631,0,
2671077,0,
2671220,0,
2671778,0,
2672316,0,
2672332,0,
2672448,0,
2672464,0,
2673649,0,
2675315,0,
2675323,0,
2675528,0,
2675650,0,
2676087,0,
2676885,0,
2676940,0,
2677369,0,
2677504,0,
2677660,0,
2678306,0,
2678500,0,
